club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Crystal Palace,Jaroslaw Jach,23,Centre-Back,Zaglebie Lubin,£2.48m,in,Winter,2.48,Premier League,2017,2017/2018
Swansea City,André Ayew,28,Left Winger,West Ham,£20.52m,in,Winter,20.52,Premier League,2017,2017/2018
Burnley FC,Aaron Lennon,30,Right Winger,Everton,£1.53m,in,Winter,1.53,Premier League,2017,2017/2018
Watford FC,Dodi Lukebakio,20,Right Winger,RSC Charleroi,£4.50m,in,Winter,4.5,Premier League,2017,2017/2018
Watford FC,Pontus Dahlberg,19,Goalkeeper,IFK Göteborg,£3.51m,in,Winter,3.51,Premier League,2017,2017/2018
Brighton & Hove Albion,Jürgen Locadia,24,Centre-Forward,PSV Eindhoven,£15.30m,in,Winter,15.3,Premier League,2017,2017/2018
Huddersfield Town,Alex Pritchard,24,Attacking Midfield,Norwich,£11.12m,in,Winter,11.12,Premier League,2017,2017/2018
Manchester City,Riyad Mahrez,27,Right Winger,Leicester,£61.02m,in,Summer,61.02,Premier League,2018,2018/2019
Manchester City,Philippe Sandler,21,Centre-Back,PEC Zwolle,£2.25m,in,Summer,2.25,Premier League,2018,2018/2019
Manchester United,Fred,25,Central Midfield,Shakhtar D.,£53.10m,in,Summer,53.1,Premier League,2018,2018/2019
Manchester United,Diogo Dalot,19,Right-Back,FC Porto,£19.80m,in,Summer,19.8,Premier League,2018,2018/2019
Manchester United,Lee Grant,35,Goalkeeper,Stoke City,£1.53m,in,Summer,1.53,Premier League,2018,2018/2019
Liverpool FC,Alisson,25,Goalkeeper,AS Roma,£56.25m,in,Summer,56.25,Premier League,2018,2018/2019
Liverpool FC,Naby Keïta,23,Central Midfield,RB Leipzig,£54.00m,in,Summer,54.0,Premier League,2018,2018/2019
Liverpool FC,Fabinho,24,Defensive Midfield,Monaco,£40.50m,in,Summer,40.5,Premier League,2018,2018/2019
Liverpool FC,Xherdan Shaqiri,26,Right Winger,Stoke City,£13.23m,in,Summer,13.23,Premier League,2018,2018/2019
Chelsea FC,Kepa,23,Goalkeeper,Athletic,£72.00m,in,Summer,72.0,Premier League,2018,2018/2019
Chelsea FC,Jorginho,26,Defensive Midfield,SSC Napoli,£51.30m,in,Summer,51.3,Premier League,2018,2018/2019
Arsenal FC,Lucas Torreira,22,Defensive Midfield,Sampdoria,£25.79m,in,Summer,25.79,Premier League,2018,2018/2019
Arsenal FC,Bernd Leno,26,Goalkeeper,Bay. Leverkusen,£22.50m,in,Summer,22.5,Premier League,2018,2018/2019
Arsenal FC,Sokratis,30,Centre-Back,Bor. Dortmund,£14.40m,in,Summer,14.4,Premier League,2018,2018/2019
Arsenal FC,Mattéo Guendouzi,19,Central Midfield,FC Lorient,£7.20m,in,Summer,7.2,Premier League,2018,2018/2019
Burnley FC,Ben Gibson,25,Centre-Back,Middlesbrough,£15.21m,in,Summer,15.21,Premier League,2018,2018/2019
Burnley FC,Matej Vydra,26,Centre-Forward,Derby,£10.98m,in,Summer,10.98,Premier League,2018,2018/2019
Burnley FC,Joe Hart,31,Goalkeeper,Man City,£3.51m,in,Summer,3.51,Premier League,2018,2018/2019
Everton FC,Richarlison,21,Centre-Forward,Watford,£35.28m,in,Summer,35.28,Premier League,2018,2018/2019
Everton FC,Yerry Mina,23,Centre-Back,FC Barcelona,£27.23m,in,Summer,27.23,Premier League,2018,2018/2019
Everton FC,Lucas Digne,25,Left-Back,FC Barcelona,£18.18m,in,Summer,18.18,Premier League,2018,2018/2019
Leicester City,James Maddison,21,Attacking Midfield,Norwich,£22.50m,in,Summer,22.5,Premier League,2018,2018/2019
Leicester City,Ricardo Pereira,24,Right-Back,FC Porto,£19.80m,in,Summer,19.8,Premier League,2018,2018/2019
Leicester City,Caglar Söyüncü,22,Centre-Back,SC Freiburg,£18.99m,in,Summer,18.99,Premier League,2018,2018/2019
Leicester City,Filip Benkovic,21,Centre-Back,Dinamo Zagreb,£13.05m,in,Summer,13.05,Premier League,2018,2018/2019
Leicester City,Danny Ward,25,Goalkeeper,Liverpool,£12.60m,in,Summer,12.6,Premier League,2018,2018/2019
Leicester City,Rachid Ghezzal,26,Right Winger,Monaco,£12.60m,in,Summer,12.6,Premier League,2018,2018/2019
Leicester City,Jonny Evans,30,Centre-Back,West Brom,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Newcastle United,Yoshinori Muto,26,Centre-Forward,1.FSV Mainz 05,£9.63m,in,Summer,9.63,Premier League,2018,2018/2019
Newcastle United,Mikel Merino,22,Central Midfield,Bor. Dortmund,£6.30m,in,Summer,6.3,Premier League,2018,2018/2019
Newcastle United,Federico Fernández,29,Centre-Back,Swansea,£6.03m,in,Summer,6.03,Premier League,2018,2018/2019
Newcastle United,Martin Dubravka,29,Goalkeeper,Sparta Praha,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Newcastle United,Fabian Schär,26,Centre-Back,Dep. La Coruña,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Crystal Palace,Cheikhou Kouyaté,28,Defensive Midfield,West Ham,£9.63m,in,Summer,9.63,Premier League,2018,2018/2019
AFC Bournemouth,Jefferson Lerma,23,Defensive Midfield,Levante,£25.20m,in,Summer,25.2,Premier League,2018,2018/2019
AFC Bournemouth,Diego Rico,25,Left-Back,CD Leganés,£13.50m,in,Summer,13.5,Premier League,2018,2018/2019
AFC Bournemouth,David Brooks,20,Right Winger,Sheffield Utd.,£10.17m,in,Summer,10.17,Premier League,2018,2018/2019
West Ham United,Felipe Anderson,25,Left Winger,Lazio,£34.20m,in,Summer,34.2,Premier League,2018,2018/2019
West Ham United,Issa Diop,21,Centre-Back,Toulouse,£22.50m,in,Summer,22.5,Premier League,2018,2018/2019
West Ham United,Andriy Yarmolenko,28,Right Winger,Bor. Dortmund,£18.00m,in,Summer,18.0,Premier League,2018,2018/2019
West Ham United,Lukasz Fabianski,33,Goalkeeper,Swansea,£7.20m,in,Summer,7.2,Premier League,2018,2018/2019
West Ham United,Lucas Pérez,29,Centre-Forward,Arsenal,£3.96m,in,Summer,3.96,Premier League,2018,2018/2019
West Ham United,Fabián Balbuena,26,Centre-Back,Corinthians,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
West Ham United,Xande Silva,21,Right Winger,Vit. Guimarães,£1.35m,in,Summer,1.35,Premier League,2018,2018/2019
Watford FC,Gerard Deulofeu,24,Left Winger,FC Barcelona,£11.70m,in,Summer,11.7,Premier League,2018,2018/2019
Watford FC,Adam Masina,24,Left-Back,Bologna,£4.50m,in,Summer,4.5,Premier League,2018,2018/2019
Watford FC,Ben Foster,35,Goalkeeper,West Brom,£2.52m,in,Summer,2.52,Premier League,2018,2018/2019
Watford FC,Ken Sema,24,Left Midfield,Östersund,£2.03m,in,Summer,2.03,Premier League,2018,2018/2019
Watford FC,Marc Navarro,22,Right-Back,Espanyol,£1.80m,in,Summer,1.8,Premier League,2018,2018/2019
Watford FC,Ben Wilmot,18,Centre-Back,Stevenage,£1.53m,in,Summer,1.53,Premier League,2018,2018/2019
Brighton & Hove Albion,Alireza Jahanbakhsh,24,Right Winger,AZ Alkmaar,£17.10m,in,Summer,17.1,Premier League,2018,2018/2019
Brighton & Hove Albion,Yves Bissouma,21,Central Midfield,LOSC Lille,£15.21m,in,Summer,15.21,Premier League,2018,2018/2019
Brighton & Hove Albion,Bernardo,23,Left-Back,RB Leipzig,£9.00m,in,Summer,9.0,Premier League,2018,2018/2019
Brighton & Hove Albion,Martín Montoya,27,Right-Back,Valencia,£6.30m,in,Summer,6.3,Premier League,2018,2018/2019
Brighton & Hove Albion,Florin Andone,25,Centre-Forward,Dep. La Coruña,£5.40m,in,Summer,5.4,Premier League,2018,2018/2019
Brighton & Hove Albion,David Button,29,Goalkeeper,Fulham,£4.05m,in,Summer,4.05,Premier League,2018,2018/2019
Brighton & Hove Albion,Dan Burn,26,Centre-Back,Wigan,£3.20m,in,Summer,3.2,Premier League,2018,2018/2019
Brighton & Hove Albion,Percy Tau,24,Centre-Forward,Sundowns,£2.88m,in,Summer,2.88,Premier League,2018,2018/2019
Brighton & Hove Albion,Anders Dreyer,20,Right Winger,Esbjerg fB,£1.98m,in,Summer,1.98,Premier League,2018,2018/2019
Brighton & Hove Albion,Peter Gwargis,17,Left Winger,Jönköping,£1.35m,in,Summer,1.35,Premier League,2018,2018/2019
Huddersfield Town,Terence Kongolo,24,Centre-Back,Monaco,£18.00m,in,Summer,18.0,Premier League,2018,2018/2019
Huddersfield Town,Adama Diakhaby,22,Left Winger,Monaco,£9.00m,in,Summer,9.0,Premier League,2018,2018/2019
Huddersfield Town,Ramadan Sobhi,21,Left Winger,Stoke City,£5.85m,in,Summer,5.85,Premier League,2018,2018/2019
Huddersfield Town,Florent Hadergjonaj,23,Right-Back,FC Ingolstadt,£4.50m,in,Summer,4.5,Premier League,2018,2018/2019
Huddersfield Town,Juninho Bacuna,20,Central Midfield,FC Groningen,£2.25m,in,Summer,2.25,Premier League,2018,2018/2019
Huddersfield Town,Jonas Lössl,29,Goalkeeper,1.FSV Mainz 05,£2.25m,in,Summer,2.25,Premier League,2018,2018/2019
Southampton FC,Jannik Vestergaard,25,Centre-Back,Bor. M'gladbach,£22.50m,in,Summer,22.5,Premier League,2018,2018/2019
Southampton FC,Mohamed Elyounoussi,23,Left Winger,FC Basel,£16.20m,in,Summer,16.2,Premier League,2018,2018/2019
Southampton FC,Angus Gunn,22,Goalkeeper,Man City,£10.17m,in,Summer,10.17,Premier League,2018,2018/2019
Southampton FC,Stuart Armstrong,26,Attacking Midfield,Celtic,£7.16m,in,Summer,7.16,Premier League,2018,2018/2019
Wolverhampton Wanderers,Adama Traoré,22,Right Winger,Middlesbrough,£18.00m,in,Summer,18.0,Premier League,2018,2018/2019
Wolverhampton Wanderers,Rui Patrício,30,Goalkeeper,Sporting CP,£16.20m,in,Summer,16.2,Premier League,2018,2018/2019
Wolverhampton Wanderers,Diogo Jota,21,Left Winger,Atlético Madrid,£12.60m,in,Summer,12.6,Premier League,2018,2018/2019
Wolverhampton Wanderers,Willy Boly,27,Centre-Back,FC Porto,£10.80m,in,Summer,10.8,Premier League,2018,2018/2019
Wolverhampton Wanderers,Benik Afobe,25,Centre-Forward,Bournemouth,£10.26m,in,Summer,10.26,Premier League,2018,2018/2019
Wolverhampton Wanderers,João Moutinho,31,Central Midfield,Monaco,£5.04m,in,Summer,5.04,Premier League,2018,2018/2019
Wolverhampton Wanderers,Léo Bonatini,24,Centre-Forward,Hilal,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Wolverhampton Wanderers,Rúben Vinagre,19,Left-Back,Monaco,£2.03m,in,Summer,2.03,Premier League,2018,2018/2019
Cardiff City,Josh Murphy,23,Left Winger,Norwich,£10.26m,in,Summer,10.26,Premier League,2018,2018/2019
Cardiff City,Bobby Reid,25,Second Striker,Bristol City,£10.22m,in,Summer,10.22,Premier League,2018,2018/2019
Cardiff City,Alex Smithies,28,Goalkeeper,QPR,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Cardiff City,Greg Cunningham,27,Left-Back,Preston NE,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Fulham FC,Jean Michaël Seri,26,Central Midfield,OGC Nice,£27.00m,in,Summer,27.0,Premier League,2018,2018/2019
Fulham FC,André Zambo Anguissa,22,Defensive Midfield,Marseille,£22.37m,in,Summer,22.37,Premier League,2018,2018/2019
Fulham FC,Aleksandar Mitrovic,23,Centre-Forward,Newcastle,£22.23m,in,Summer,22.23,Premier League,2018,2018/2019
Fulham FC,Alfie Mawson,24,Centre-Back,Swansea,£15.17m,in,Summer,15.17,Premier League,2018,2018/2019
Fulham FC,Joe Bryan,24,Left-Back,Bristol City,£6.03m,in,Summer,6.03,Premier League,2018,2018/2019
Fulham FC,Fabri,30,Goalkeeper,Besiktas,£5.40m,in,Summer,5.4,Premier League,2018,2018/2019
Fulham FC,Maxime Le Marchand,28,Centre-Back,OGC Nice,£3.60m,in,Summer,3.6,Premier League,2018,2018/2019
Manchester City,Ante Palaversa,18,Defensive Midfield,Hajduk Split,£5.67m,in,Winter,5.67,Premier League,2018,2018/2019
Chelsea FC,Christian Pulisic,20,Left Winger,Bor. Dortmund,£57.60m,in,Winter,57.6,Premier League,2018,2018/2019
Newcastle United,Miguel Almirón,24,Attacking Midfield,Atlanta United,£21.60m,in,Winter,21.6,Premier League,2018,2018/2019
AFC Bournemouth,Dominic Solanke,21,Centre-Forward,Liverpool,£19.08m,in,Winter,19.08,Premier League,2018,2018/2019
AFC Bournemouth,Chris Mepham,21,Centre-Back,Brentford,£12.24m,in,Winter,12.24,Premier League,2018,2018/2019
Watford FC,Filip Stuparevic,18,Centre-Forward,Vozdovac,£2.03m,in,Winter,2.03,Premier League,2018,2018/2019
Brighton & Hove Albion,Alexis Mac Allister,20,Attacking Midfield,Argentinos Jrs.,£7.20m,in,Winter,7.2,Premier League,2018,2018/2019
Brighton & Hove Albion,Jan Mlakar,20,Centre-Forward,NK Maribor,£2.70m,in,Winter,2.7,Premier League,2018,2018/2019
Brighton & Hove Albion,Tudor Baluta,19,Defensive Midfield,FC Viitorul,£2.61m,in,Winter,2.61,Premier League,2018,2018/2019
Huddersfield Town,Karlan Grant,21,Centre-Forward,Charlton,£1.53m,in,Winter,1.53,Premier League,2018,2018/2019
Wolverhampton Wanderers,Jonny Otto,24,Left-Back,Atlético Madrid,£18.45m,in,Winter,18.45,Premier League,2018,2018/2019
Cardiff City,Emiliano Sala,28,Centre-Forward,FC Nantes,£15.30m,in,Winter,15.3,Premier League,2018,2018/2019
Cardiff City,Leandro Bacuna,27,Central Midfield,Reading,£3.11m,in,Winter,3.11,Premier League,2018,2018/2019
Fulham FC,Ryan Babel,32,Left Winger,Besiktas,£1.80m,in,Winter,1.8,Premier League,2018,2018/2019
Manchester City,Rodri,23,Defensive Midfield,Atlético Madrid,£63.00m,in,Summer,63.0,Premier League,2019,2019/2020
Manchester City,João Cancelo,25,Right-Back,Juventus,£58.50m,in,Summer,58.5,Premier League,2019,2019/2020
Manchester City,Angeliño,22,Left-Back,PSV Eindhoven,£10.80m,in,Summer,10.8,Premier League,2019,2019/2020
Manchester City,Pedro Porro,19,Right-Back,Girona,£10.80m,in,Summer,10.8,Premier League,2019,2019/2020
Manchester City,Zack Steffen,24,Goalkeeper,Columbus Crew,£6.14m,in,Summer,6.14,Premier League,2019,2019/2020
Liverpool FC,Sepp van den Berg,17,Centre-Back,PEC Zwolle,£1.71m,in,Summer,1.71,Premier League,2019,2019/2020
Chelsea FC,Mateo Kovacic,25,Central Midfield,Real Madrid,£40.50m,in,Summer,40.5,Premier League,2019,2019/2020
Tottenham Hotspur,Tanguy Ndombélé,22,Central Midfield,Olympique Lyon,£54.00m,in,Summer,54.0,Premier League,2019,2019/2020
Tottenham Hotspur,Ryan Sessegnon,19,Left Midfield,Fulham,£24.30m,in,Summer,24.3,Premier League,2019,2019/2020
Tottenham Hotspur,Jack Clarke,18,Right Winger,Leeds,£9.90m,in,Summer,9.9,Premier League,2019,2019/2020
Arsenal FC,Nicolas Pépé,24,Right Winger,LOSC Lille,£72.00m,in,Summer,72.0,Premier League,2019,2019/2020
Arsenal FC,William Saliba,18,Centre-Back,Saint-Étienne,£27.00m,in,Summer,27.0,Premier League,2019,2019/2020
Arsenal FC,Kieran Tierney,22,Left-Back,Celtic,£24.30m,in,Summer,24.3,Premier League,2019,2019/2020
Arsenal FC,David Luiz,32,Centre-Back,Chelsea,£7.83m,in,Summer,7.83,Premier League,2019,2019/2020
Arsenal FC,Gabriel Martinelli,18,Left Winger,Ituano,£6.03m,in,Summer,6.03,Premier League,2019,2019/2020
Manchester United,Harry Maguire,26,Centre-Back,Leicester,£78.30m,in,Summer,78.3,Premier League,2019,2019/2020
Manchester United,Aaron Wan-Bissaka,21,Right-Back,Crystal Palace,£49.50m,in,Summer,49.5,Premier League,2019,2019/2020
Manchester United,Daniel James,21,Left Winger,Swansea,£15.30m,in,Summer,15.3,Premier League,2019,2019/2020
Wolverhampton Wanderers,Raúl Jiménez,28,Centre-Forward,Benfica,£34.20m,in,Summer,34.2,Premier League,2019,2019/2020
Wolverhampton Wanderers,Patrick Cutrone,21,Centre-Forward,AC Milan,£19.80m,in,Summer,19.8,Premier League,2019,2019/2020
Wolverhampton Wanderers,Pedro Neto,19,Left Winger,Lazio,£16.11m,in,Summer,16.11,Premier League,2019,2019/2020
Wolverhampton Wanderers,Leander Dendoncker,24,Defensive Midfield,RSC Anderlecht,£12.42m,in,Summer,12.42,Premier League,2019,2019/2020
Wolverhampton Wanderers,Bruno Jordão,20,Central Midfield,Lazio,£8.01m,in,Summer,8.01,Premier League,2019,2019/2020
Everton FC,Alex Iwobi,23,Left Winger,Arsenal,£27.36m,in,Summer,27.36,Premier League,2019,2019/2020
Everton FC,Moise Kean,19,Centre-Forward,Juventus,£24.75m,in,Summer,24.75,Premier League,2019,2019/2020
Everton FC,André Gomes,25,Central Midfield,FC Barcelona,£22.50m,in,Summer,22.5,Premier League,2019,2019/2020
Everton FC,Jean-Philippe Gbamin,23,Defensive Midfield,1.FSV Mainz 05,£22.50m,in,Summer,22.5,Premier League,2019,2019/2020
Everton FC,Fabian Delph,29,Central Midfield,Man City,£8.55m,in,Summer,8.55,Premier League,2019,2019/2020
Leicester City,Youri Tielemans,22,Central Midfield,Monaco,£40.50m,in,Summer,40.5,Premier League,2019,2019/2020
Leicester City,Ayoze Pérez,25,Right Winger,Newcastle,£30.06m,in,Summer,30.06,Premier League,2019,2019/2020
Leicester City,Dennis Praet,25,Central Midfield,Sampdoria,£17.28m,in,Summer,17.28,Premier League,2019,2019/2020
Leicester City,James Justin,21,Right-Back,Luton,£6.03m,in,Summer,6.03,Premier League,2019,2019/2020
West Ham United,Sébastien Haller,25,Centre-Forward,E. Frankfurt,£45.00m,in,Summer,45.0,Premier League,2019,2019/2020
West Ham United,Pablo Fornals,23,Attacking Midfield,Villarreal,£25.20m,in,Summer,25.2,Premier League,2019,2019/2020
West Ham United,Albian Ajeti,22,Centre-Forward,FC Basel,£7.83m,in,Summer,7.83,Premier League,2019,2019/2020
West Ham United,Gonçalo Cardoso,18,Centre-Back,Boavista,£2.70m,in,Summer,2.7,Premier League,2019,2019/2020
Watford FC,Ismaïla Sarr,21,Right Winger,Stade Rennais,£27.00m,in,Summer,27.0,Premier League,2019,2019/2020
Watford FC,Craig Dawson,29,Centre-Back,West Brom,£5.40m,in,Summer,5.4,Premier League,2019,2019/2020
Crystal Palace,James McCarthy,28,Central Midfield,Everton,£2.97m,in,Summer,2.97,Premier League,2019,2019/2020
Crystal Palace,Jordan Ayew,27,Centre-Forward,Swansea,£2.52m,in,Summer,2.52,Premier League,2019,2019/2020
Newcastle United,Joelinton,22,Centre-Forward,TSG Hoffenheim,£39.60m,in,Summer,39.6,Premier League,2019,2019/2020
Newcastle United,Allan Saint-Maximin,22,Left Winger,OGC Nice,£16.20m,in,Summer,16.2,Premier League,2019,2019/2020
Newcastle United,Emil Krafth,25,Right-Back,Amiens SC,£4.86m,in,Summer,4.86,Premier League,2019,2019/2020
AFC Bournemouth,Arnaut Danjuma,22,Left Winger,Club Brugge,£16.20m,in,Summer,16.2,Premier League,2019,2019/2020
AFC Bournemouth,Philip Billing,23,Central Midfield,Huddersfield,£14.85m,in,Summer,14.85,Premier League,2019,2019/2020
AFC Bournemouth,Lloyd Kelly,20,Left-Back,Bristol City,£13.32m,in,Summer,13.32,Premier League,2019,2019/2020
AFC Bournemouth,Jack Stacey,23,Right-Back,Luton,£4.01m,in,Summer,4.01,Premier League,2019,2019/2020
Burnley FC,Jay Rodríguez,29,Centre-Forward,West Brom,£5.00m,in,Summer,5.0,Premier League,2019,2019/2020
Burnley FC,Bailey Peacock-Farrell,22,Goalkeeper,Leeds,£2.48m,in,Summer,2.48,Premier League,2019,2019/2020
Southampton FC,Danny Ings,26,Centre-Forward,Liverpool,£19.98m,in,Summer,19.98,Premier League,2019,2019/2020
Southampton FC,Che Adams,22,Centre-Forward,Birmingham,£15.03m,in,Summer,15.03,Premier League,2019,2019/2020
Southampton FC,Moussa Djenepo,21,Left Winger,Standard Liège,£14.13m,in,Summer,14.13,Premier League,2019,2019/2020
Brighton & Hove Albion,Adam Webster,24,Centre-Back,Bristol City,£20.00m,in,Summer,20.0,Premier League,2019,2019/2020
Brighton & Hove Albion,Neal Maupay,22,Centre-Forward,Brentford,£20.00m,in,Summer,20.0,Premier League,2019,2019/2020
Brighton & Hove Albion,Leandro Trossard,24,Left Winger,KRC Genk,£18.00m,in,Summer,18.0,Premier League,2019,2019/2020
Brighton & Hove Albion,Matt Clarke,22,Centre-Back,Portsmouth,£3.51m,in,Summer,3.51,Premier League,2019,2019/2020
Sheffield United,Oliver McBurnie,23,Centre-Forward,Swansea,£17.19m,in,Summer,17.19,Premier League,2019,2019/2020
Sheffield United,Lys Mousset,23,Centre-Forward,Bournemouth,£9.99m,in,Summer,9.99,Premier League,2019,2019/2020
Sheffield United,Callum Robinson,24,Left Winger,Preston NE,£7.02m,in,Summer,7.02,Premier League,2019,2019/2020
Sheffield United,Luke Freeman,27,Attacking Midfield,QPR,£5.04m,in,Summer,5.04,Premier League,2019,2019/2020
Sheffield United,Ben Osborn,24,Left Midfield,Nottm Forest,£3.51m,in,Summer,3.51,Premier League,2019,2019/2020
Aston Villa,Wesley,22,Centre-Forward,Club Brugge,£22.50m,in,Summer,22.5,Premier League,2019,2019/2020
Aston Villa,Tyrone Mings,26,Centre-Back,Bournemouth,£20.07m,in,Summer,20.07,Premier League,2019,2019/2020
Aston Villa,Douglas Luiz,21,Defensive Midfield,Man City,£15.12m,in,Summer,15.12,Premier League,2019,2019/2020
Aston Villa,Matt Targett,23,Left-Back,Southampton,£13.95m,in,Summer,13.95,Premier League,2019,2019/2020
Aston Villa,Ezri Konsa,21,Centre-Back,Brentford,£11.97m,in,Summer,11.97,Premier League,2019,2019/2020
Aston Villa,Marvelous Nakamba,25,Defensive Midfield,Club Brugge,£10.80m,in,Summer,10.8,Premier League,2019,2019/2020
Aston Villa,Trezeguet,24,Left Winger,Kasimpasa,£9.00m,in,Summer,9.0,Premier League,2019,2019/2020
Aston Villa,Anwar El Ghazi,24,Right Winger,LOSC Lille,£8.10m,in,Summer,8.1,Premier League,2019,2019/2020
Aston Villa,Tom Heaton,33,Goalkeeper,Burnley,£7.92m,in,Summer,7.92,Premier League,2019,2019/2020
Aston Villa,Björn Engels,24,Centre-Back,Stade Reims,£7.20m,in,Summer,7.2,Premier League,2019,2019/2020
Aston Villa,Jota,28,Right Winger,Birmingham,£4.05m,in,Summer,4.05,Premier League,2019,2019/2020
Aston Villa,Kortney Hause,23,Centre-Back,Wolves,£3.06m,in,Summer,3.06,Premier League,2019,2019/2020
Liverpool FC,Takumi Minamino,24,Left Winger,RB Salzburg,£7.65m,in,Winter,7.65,Premier League,2019,2019/2020
Tottenham Hotspur,Steven Bergwijn,22,Left Winger,PSV Eindhoven,£27.00m,in,Winter,27.0,Premier League,2019,2019/2020
